sidechain_smiles,monomer_smiles,linkage,source,compound_type,molecular_weight,delta_D,delta_P,delta_H,n_unmatched_atoms,has_si,n_si_atoms,used_2nd_order,approx_ring_correction,hsp_error,delta_D_corr,delta_P_corr,delta_H_corr,Ra_Water,RED_Water,Ra_Diiodomethane,RED_Diiodomethane,Ra_n_Hexadecane,RED_n_Hexadecane,Ra_PTFE,RED_PTFE
Cc1cc(C)n(-c2nnc(NC(CO)(CO)CO)nn2)n1,Cc1cc(C)n(-c2nnc(N(C(=O)[C@@H]3[C@H](C(=O)N(c4nnc(-n5nc(C)cc5C)nn4)C(CO)(CO)CO)[C@@H]4C=C[C@@H]3C4)C(CO)(CO)CO)nn2)n1,amide,Ambeed,monoamine,295.303,25.2557,5.023,40.2001,12,False,0,True,True,,25.2557,5.023,40.2001,22.48552509882747,1.2632317471251386,37.785022415899135,5.397860345128448,44.29556206856393,8.859112413712786,47.66404283073353,6.809148975819076
OC1(O)CCCNC1,O=C([C@@H]1[C@H](C(=O)N2CCCC(O)(O)C2)[C@@H]2C=C[C@@H]1C2)N1CCCC(O)(O)C1,amide,Ambeed,"diol,monoamine",117.148,20.0665,3.5244,40.0545,0,False,0,True,True,,20.0665,3.5244,40.0545,15.623525677963986,0.8777261616833699,34.852584331868414,4.978940618838345,40.90880656545727,8.181761313091453,42.823424134578495,6.117632019225499
NNC(=O)c1ccc(N)c(O)c1,Nc1ccc(C(=O)NNC(=O)[C@@H]2[C@H](C(=O)NNC(=O)c3ccc(N)c(O)c3)[C@@H]3C=C[C@@H]2C3)cc1O,amide,Ambeed,"monoalcohol,monoamine",167.168,25.361,20.205,39.8741,0,False,0,True,True,,25.361,20.205,39.8741,20.310694222748765,1.1410502372330766,40.94028162836695,5.848611661195278,48.23476712714595,9.64695342542919,51.3749896331863,7.339284233312329
O=C(NCO)NCNC(=O)NCO,O=C(NCO)NCNC(=O)NCOC(=O)[C@@H]1[C@H](C(=O)OCNC(=O)NCNC(=O)NCO)[C@@H]2C=C[C@@H]1C2,ester,Oakwood Products,diol,192.175,20.0529,30.1497,39.7805,1,False,0,True,True,,20.0529,30.1497,39.7805,17.014037850551524,0.9558448230646923,43.41084730778703,6.2015496153981475,50.47603019235962,10.095206038471925,52.03607540908519,7.433725058440742
Nc1nonc1-n1nnc(CO)c1CO,O=C(Nc1nonc1-n1nnc(CO)c1CO)[C@@H]1[C@H](C(=O)Nc2nonc2-n2nnc(CO)c2CO)[C@@H]2C=C[C@@H]1C2,amide,Oakwood Products,"diol,monoamine",212.169,24.4306,6.3122,39.6019,12,False,0,True,True,,24.4306,6.3122,39.6019,20.497699331632315,1.1515561422265346,36.669029410253,5.238432772893286,43.273328712845746,8.654665742569149,46.460545174265874,6.637220739180839
O=C1NC(=S)NC(=O)C1=Cc1ccc(O)c(O)c1,O=C1NC(=S)NC(=O)C1=Cc1ccc(O)c(OC(=O)[C@@H]2[C@H](C(=O)Oc3cc(C=C4C(=O)NC(=S)NC4=O)ccc3O)[C@@H]3C=C[C@@H]2C3)c1,ester,Sigma-Aldrich,diol,264.262,24.8373,23.2576,39.3043,0,False,0,True,True,,24.8373,23.2576,39.3043,20.258027085824523,1.1380914093159844,41.41909875178357,5.917014107397653,48.75741914221876,9.751483828443751,51.720403724352344,7.388629103478906
Nc1c(O)cccc1O,O=C(Nc1c(O)cccc1O)[C@@H]1[C@H](C(=O)Nc2c(O)cccc2O)[C@@H]2C=C[C@@H]1C2,amide,Sigma-Aldrich,"diol,monoamine",125.127,23.6089,3.5974,39.0037,0,False,0,True,True,,23.6089,3.5974,39.0037,20.681081144127834,1.1618584912431367,35.46213131341657,5.06601875905951,41.808013314315716,8.361602662863143,44.83577028768436,6.405110041097766
O=C(O)c1ccc(NCc2cc(Cl)cc(Cl)c2O)cc1O,O=C(O)c1ccc(N(Cc2cc(Cl)cc(Cl)c2O)C(=O)c2ccc(N(Cc3cc(Cl)cc(Cl)c3O)C(=O)[C@H]3[C@@H](C(=O)O)[C@@H]4C=C[C@@H]3C4)cc2O)cc1O,amide,Sigma-Aldrich,"diol,monoamine",328.151,27.4844,4.0058,38.8917,0,False,0,True,True,,27.4844,4.0058,38.8917,27.01815530286996,1.5178738934196607,38.60268431042069,5.514669187202956,45.04413364656934,9.008826729313869,49.019635820454646,7.0028051172078065
NCc1ccc(O)cc1O,O=C(NCc1ccc(O)cc1O)[C@@H]1[C@H](C(=O)NCc2ccc(O)cc2O)[C@@H]2C=C[C@@H]1C2,amide,Ambeed,"diol,monoamine",139.154,23.5192,3.669,38.8547,0,False,0,True,True,,23.5192,3.669,38.8547,20.52203517319859,1.1529233243369994,35.26225131284161,5.037464473263087,41.61269839424019,8.322539678848038,44.62476473495407,6.3749663907077245
O=C(O)CN(CC(=O)O)Cc1cc(O)ccc1O,O=C(O)CN(CC(=O)O)Cc1cc(OC(=O)CN(CC(=O)O)Cc2cc(OC(=O)[C@H]3[C@@H](C(=O)O)[C@@H]4C=C[C@@H]3C4)ccc2O)ccc1O,ester,Sigma-Aldrich,"diol,monoamine",255.226,23.8287,14.3015,38.8285,0,False,0,True,True,,23.8287,14.3015,38.8285,17.09985933450916,0.9606662547477055,36.93725773876561,5.276751105537945,44.03306268317024,8.806612536634049,46.984861064602505,6.71212300922893
OCC1(O)CCNCC1,O=C([C@@H]1[C@H](C(=O)N2CCC(O)(CO)CC2)[C@@H]2C=C[C@@H]1C2)N1CCC(O)(CO)CC1,amide,Ambeed,"diol,monoamine",131.175,20.3889,7.9568,38.7767,0,False,0,True,True,,20.3889,7.9568,38.7767,13.14199687908957,0.7383144314095264,33.92058375043094,4.845797678632992,40.42053366755565,8.084106733511131,42.46669120581447,6.06667017225921
NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,O=C(O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H]1[C@@H](C(=O)O)[C@@H]2C=C[C@@H]1C2,amide,Sigma-Aldrich,monoamine,246.223,17.8818,35.9542,38.6689,0,False,0,True,True,,17.8818,35.9542,38.6689,20.83379153706785,1.1704377268015644,46.12672142923232,6.589531632747474,52.896093332211215,10.579218666442243,53.80885177933088,7.686978825618697
Nc1cc(CO)nc(CO)c1,O=C(Nc1cc(CO)nc(CO)c1)[C@@H]1[C@H](C(=O)Nc2cc(CO)nc(CO)c2)[C@@H]2C=C[C@@H]1C2,amide,Ambeed,"diol,monoamine",154.169,22.0702,15.9724,38.5965,2,False,0,True,True,,22.0702,15.9724,38.5965,13.65235460167952,0.7669862135775011,36.2499598092191,5.1785656870313,43.33576128522493,8.667152257044986,45.78220141244849,6.540314487492641
