smiles,compound_type,reason
C1=CC=C(C=C1)N(C2=CC=C(C=C2)[N+](=O)[O-])C3=CC=C(C=C3)Br,monoamine,no free amine NH found
C1CN(CCC12C3C(=O)NC(=O)C2C(=O)NC3=O)CC4=CC=CC=C4,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3S2,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N3C4=CC=CC=C4C(C5=CC=CC=C53)(C)C,monoamine,no free amine NH found
CN(C)CC(=O)NC1=CC=C(C=C1)[N+](=O)[O-],monoamine,no free amine NH found
CN(C)C1=CC=C(C2=CC=CC=C21)/C=C/3\C4=CC=CC=C4NC3=O,monoamine,no free amine NH found
COC(=O)C1=CC2=C(C=C1)N=C(N2)C3CCN(CC3)C4=NC=NC5=C4C(=CN5)Cl,monoamine,no free amine NH found
C1COCCN1CCCNS(=O)(=O)C2=CC3=C(C=C2)C4=C(C3)C5=CC=CC=C5C(=O)N4,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=C(C(=CC=C2)N(C)C)C=O,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)N3CCOCC3)C,monoamine,no free amine NH found
B(C1=CC=C(C=C1)N(C2=CC=C(C=C2)C(C)(C)C)C3=CC=C(C=C3)C(C)(C)C)(O)O,monoamine,no free amine NH found
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C#N,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N3C4=CC=CC=C4SC5=CC=CC=C53,monoamine,no free amine NH found
CN(C)C1=CC2=C(C=C1)C=C(C=C2)S(=O)(=O)O,monoamine,no free amine NH found
B(C1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC)(O)O,monoamine,no free amine NH found
C1=CC(=CC=C1C2=NNN=N2)N(C3=CC=C(C=C3)C4=NNN=N4)C5=CC=C(C=C5)C6=NNN=N6,monoamine,no free amine NH found
C1=CC(=CC=C1C2=CC=NC=C2)N(C3=CC=C(C=C3)C4=CC=NC=C4)C5=CC=C(C=C5)C6=CC=NC=C6,monoamine,no free amine NH found
C1=CC(=CC=C1N2C=NN=C2)N(C3=CC=C(C=C3)N4C=NN=C4)C5=CC=C(C=C5)N6C=NN=C6,monoamine,no free amine NH found
C1=CC=NC(=C1)CN(CC2=CC=CC=N2)C(CO)(CO)CO,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N3CCC(CC3)C,monoamine,no free amine NH found
CN(C)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](C)C)C=C3O2)C4=C(C=CC(=C4)N=C=S)C(=O)[O-],monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)CC2=CC=CC=C2C#N,monoamine,no free amine NH found
C1=CN(C=CC1=C2C=C[N+](=O)C=C2)[O-],monoamine,no free amine NH found
B(C1=C(C(=CC=C1)Cl)CN2CCOCC2)(O)O,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)N(C)C)Cl,monoamine,no free amine NH found
B(C1=C(C=CC(=C1)CN2CCOCC2)OC)(O)O,monoamine,no free amine NH found
B(C1=C(C=C(C=C1)OC)CN2CCCC2)(O)O,monoamine,no free amine NH found
B(C1=C(C=C(C=C1C)N(CC2=CC=CC=C2)CC3=CC=CC=C3)C)(O)O,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)N(C3=CC=CC=C3)C4=CC=CC=C4,monoamine,no free amine NH found
CCO/C(=C(/C#N)\C(=O)OCC)/C=C/N(C)C,monoamine,no free amine NH found
CN(C)C(=O)C(CCN1CCC(=CC1)C2=CC=C(C=C2)Cl)(C3=CC=CC=C3)C4=CC=CC=C4,monoamine,no free amine NH found
CC(C)(C)C1=CC=C(C=C1)N(C2=CC=C(C=C2)C(C)(C)C)C3=CC=C(C=C3)Br,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N(C3=CC=C(C=C3)C)C4=CC=C(C=C4)C,monoamine,no free amine NH found
CC1=CC(=CC(=C1N(C)C)C)Br,monoamine,no free amine NH found
C1CCN(CC1)S(=O)(=O)C2=CC(=C(C=C2)N3CCOCC3)C(=O)O,monoamine,no free amine NH found
C1CN(CC2=CC(=C(C(=C21)Cl)C(=O)O)Cl)C(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5,monoamine,no free amine NH found
C1CN(CCC1(C#N)C2=CC=CC=C2)CC3=CC=CC=C3,monoamine,no free amine NH found
CN1C2=CC=CC=C2C(=O)N3C1=C4C(=C5C=CC=CC5=N4)CC3,monoamine,no free amine NH found
CCOC(=O)CN1CCC(CC1)(C#N)C2=CC(=C(C=C2)OC)OC3CCCC3,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC12CC2)CC3=CC=CC=C3,monoamine,no free amine NH found
CCN1C(=S)NN=C1N2CCOCC2,monoamine,no free amine NH found
C1CN2C(=CN=C2C=O)CN1CC3=CC=CC=C3,monoamine,no free amine NH found
CC(=O)C1=CC=CC=C1N(C)C,monoamine,no free amine NH found
CC(C)(C)OC(=O)NCCN1CCC(=O)CC1,monoamine,no free amine NH found
CCOC(=O)C1=C(SC2=C1CCC2)NC(=O)CN3CCN(CC3)C(=O)C4=CC=CO4,monoamine,no free amine NH found
C1CCN(C1)C(=S)SCC(=O)O,monoamine,no free amine NH found
CCOC(=O)/C(=C/C1=CC=C(C=C1)N(C)C)/C#N,monoamine,no free amine NH found
CN(C)/C=C/C(=O)C1=CC=C(C=C1)C(=O)OC,monoamine,no free amine NH found
CCN(CC)C1CCCCC1,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)CC2=CC=C(C=C2)[N+](=O)[O-],monoamine,no free amine NH found
C1C(CN1C(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4,monoamine,no free amine NH found
C=CCN1CCOCC1,monoamine,no free amine NH found
CN1CCC2=CC3=C(C=C2C1)OCO3,monoamine,no free amine NH found
C1COCCN1CCNS(=O)(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-],monoamine,no free amine NH found
CC1=CC=C(C=C1)N2C(=S)NN=C2N3CCOCC3,monoamine,no free amine NH found
CN1CCN(CC1)C(=O)C2=CC(=CC=C2)Br,monoamine,no free amine NH found
C1C2CC3CC1CC(C2)N3O,monoamine,no free amine NH found
[C-]#[N+]CCN1CCCC1,monoamine,no free amine NH found
CC1CCN(CC1)C(=S)SCC(=O)O,monoamine,no free amine NH found
C1CN(CCN1CC2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)Br,monoamine,no free amine NH found
CN(C)C1=CC(=NC=C1C(=O)OC)Cl,monoamine,no free amine NH found
C1COCCN1C2=NC=C(C=C2)S(=O)(=O)Cl,monoamine,no free amine NH found
C1C2=CC=CC=C2CC13C(=O)N=C4N3C=CC=C4,monoamine,no free amine NH found
B(C1=CC=C(C=C1)C(=O)N2CCN(CC2)C)(O)O,monoamine,no free amine NH found
CN1CCN(CC1)S(=O)(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-],monoamine,no free amine NH found
CC1=NC(=NC=C1)N(C)C,monoamine,no free amine NH found
COC1=CC=C(C=C1)N2CCN(CC2)C(=O)N,monoamine,no free amine NH found
CC1=CC(=NC(=N1)N2CCCC2)Cl,monoamine,no free amine NH found
CC(=NN(C)C)C,monoamine,no free amine NH found
CCCCCCCCCCCCCCCCN1CCOCC1,monoamine,no free amine NH found
C=CC1=CN2C(=C1)C(=NC(=N2)C=C)N3CCOCC3,monoamine,no free amine NH found
CN(C)C1=CC(=CC=C1)S(=O)(=O)Cl,monoamine,no free amine NH found
CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C(=O)C,monoamine,no free amine NH found
CN(C)C1=C(C=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O)[N+](=O)[O-],monoamine,no free amine NH found
CCN(CC)P1OC2=CC=CC3=C2C4(CC3)CCC5=C4C(=CC=C5)O1,monoamine,no free amine NH found
CN(CCC(=O)C1=CC=CC=C1)CC2=CC=CC=C2,monoamine,no free amine NH found
CCCN1CCN(CC1)C(=O)OCC2=CC=CC=C2,monoamine,no free amine NH found
CCN(CC)P1OC2=C(C3=CC=CC=C3C=C2)C4=C(O1)C=CC5=CC=CC=C54,monoamine,no free amine NH found
C1CC2=CC=CC=C2N(C1)P3OC4=C(C5=CC=CC=C5C=C4)C6=C(O3)C=CC7=CC=CC=C76,monoamine,no free amine NH found
C1=CC(=CC=C1C=O)N(C2=CC=C(C=C2)C=O)C3=CC=C(C=C3)Br,monoamine,no free amine NH found
CCN(CC)CC(=O)N1C2=CC=CC=C2CCC3=C1C=C(C=C3)NC(=O)OCC,monoamine,no free amine NH found
CCN(C(C)(C)C)N=O,monoamine,no free amine NH found
COC1=CC=C(C=C1)N(C2=CC=C(C=C2)C=C)C3=CC=C(C=C3)OC,monoamine,no free amine NH found
C(CN(CC(=O)O)CC(=O)O)C(=O)O,monoamine,no free amine NH found
CC(=O)CCN(C)C,monoamine,no free amine NH found
CN1C/C(=C\C2=CC(=C(C=C2)OC)OC)/C(=O)/C(=C/C3=CNC4=CC=CC=C43)/C1,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=NC(=CC=C2)[N+](=O)[O-],monoamine,no free amine NH found
C1CN(CCN1CC2=CC=CC=C2)S(=O)(=O)C3=C(N=CC=C3)Cl,monoamine,no free amine NH found
C1=CN=CC=C1N(C2=CC=NC=C2)C3=CC=NC=C3,monoamine,no free amine NH found
CC(C)C1=C(C(=CC=C1)C(C)C)NC(=O)NCC2(CCCC2)C3=CC=C(C=C3)N(C)C,monoamine,no free amine NH found
C1COCCN1C2=C3C=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCCCCC(=O)O,monoamine,no free amine NH found
C/C(=C\C(=O)C)/N(C)C,monoamine,no free amine NH found
CC(=O)NC1=C(C=CC(=C1)[N+](=O)[O-])N(C)C,monoamine,no free amine NH found
CN(C)C1=C(C=C(C=C1)N=NC2=CC=CC=C2)Cl,monoamine,no free amine NH found
CN(C)C1=CC(=C(C=C1)N=NC2=CC=CC=C2)Cl,monoamine,no free amine NH found
C1CCN(C1)C#N,monoamine,no free amine NH found
CN1CC2=C(C=CC(=C2)Cl)N3C(=NN=C3C4CCC(CC4)OC5=CC=CC=N5)C1,monoamine,no free amine NH found
B(C1=CC(=CC=C1)N(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C)(O)O,monoamine,no free amine NH found
CC(C)C1=CC=C(C=C1)CC(=O)N2CCN(CC2)C3=NN=C(C=C3)C#N,monoamine,no free amine NH found
C1=CC(=CC=C1C#N)N(C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,monoamine,no free amine NH found
CN(C)CC1=C(C=CC(=C1)OC)Br,monoamine,no free amine NH found
C1CC2(CCCN2C1)C#N,monoamine,no free amine NH found
CCOC(=O)CCN(CCC(=O)OCC)C1=CC=CC=C1,monoamine,no free amine NH found
C1CCC2=C(C1)C3=C(S2)N=C(NC3=O)CN4CCOCC4,monoamine,no free amine NH found
C1CN(C(=O)CN1CC2=CN=CN2CC3=CC=C(C=C3)C#N)C4=CC(=CC=C4)Cl,monoamine,no free amine NH found
CC(C)CN1CCC(CC1)C(=O)O,monoamine,no free amine NH found
CCCCN(CCCC)CC#C,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)CN3CCC4=CC=CC=C4C3,monoamine,no free amine NH found
C1CCN(CC1)C2=NC3=C(S2)C(=CC(=N3)C4=CC(=CC=C4)Cl)C(=O)O,monoamine,no free amine NH found
CCN(CC)CC#N,monoamine,no free amine NH found
CN(C)S(=O)(=O)C1=CC(=C(C=C1)N2CCOCC2)C(=O)O,monoamine,no free amine NH found
CN(C)C1=CC=C(C2=CC=CC=C21)N=C=S,monoamine,no free amine NH found
B(C1=CC(=CC=C1)N(C2=CC=CC=C2)C3=CC=CC=C3)(O)O,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)N=NC2=CC=NC=C2,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)CC(=O)C2=CC=C(C=C2)Br,monoamine,no free amine NH found
CN(C)CCCN=C=S,monoamine,no free amine NH found
CN(C)CC1=CC(=C(C=C1)Br)Cl,monoamine,no free amine NH found
CC1=CC(=C(C=C1)Br)CN2CCCCC2,monoamine,no free amine NH found
C1COCCN1CC2=C(C=CC=C2Br)Br,monoamine,no free amine NH found
C1CCN(C1)C2=NC=CC(=C2)I,monoamine,no free amine NH found
C1CCN(C1)CC2=C(N=C(C=C2)Cl)Cl,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)CCOCC#C,monoamine,no free amine NH found
C1COCCN1CC2=C(C(=CC=C2)Br)Cl,monoamine,no free amine NH found
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,monoamine,no free amine NH found
CCN1C(=CC(=C(C#N)C#N)C2=CC=CC=C21)C,monoamine,no free amine NH found
CN(C)/C=C(/C(=O)OC)\N1C=CN=N1,monoamine,no free amine NH found
C[Si]1(C2=CC=CC=C2N(C3=CC=CC=C31)CC4=CC=CC=C4)C,monoamine,no free amine NH found
CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,monoamine,no free amine NH found
C1CCN(CC1)CC2=C(C=CC=C2Br)Br,monoamine,no free amine NH found
CN1CCC(CC1)OC2=CN=C(C=C2)Br,monoamine,no free amine NH found
CC1=C(CN(C=C1)OCC(C)C)Br,monoamine,no free amine NH found
C1CCN(CC1)CC2=C(C=C(C=C2)Br)Cl,monoamine,no free amine NH found
CN(C)CC1=C(N=C(C=C1)Cl)Cl,monoamine,no free amine NH found
CN(C)C1=NC=C(C=N1)C(=O)OC,monoamine,no free amine NH found
C1CCN(C1)CC2=C(C=CC=C2Br)Br,monoamine,no free amine NH found
CC1=C(C=CC(=C1)N2CCCCC2)Br,monoamine,no free amine NH found
CCN(CC)CC1=C(C=CC(=C1)OC)Br,monoamine,no free amine NH found
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC5=C(S4)C=C(S5)/C=C(\C#N)/C(=O)O,monoamine,no free amine NH found
CC1=CC=C(C=C1)N(C2=CC=C(C=C2)C)C3=CC=C(S3)C=O,monoamine,no free amine NH found
CN1C2=C(C=C(C=C2)Br)N=C1C3=CC=C(C=C3)N(C)C,monoamine,no free amine NH found
B(C1=CC(=C(C=C1)N2CCN(CC2)C(=O)OC(C)(C)C)[N+](=O)[O-])(O)O,monoamine,no free amine NH found
B(C1=CC=C(C=C1)C(=O)NCCN2CCCCC2)(O)O,monoamine,no free amine NH found
C1CN(CCN1C2=NC=CC=N2)C(=O)CC3=CC=C(C=C3)Cl,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=CC=C2N3CCCC3,monoamine,no free amine NH found
CC1=CC(=C(C=C1)Br)CN(C)C,monoamine,no free amine NH found
COC1=C(C=C(C=C1)Br)CN2CCOCC2,monoamine,no free amine NH found
CN(C)CC1=CC=C(C=C1)CNC(=O)C2=CN3C=NN=C3C=C2,monoamine,no free amine NH found
B(C1=CC(=CC=C1)N2CCN(CC2)C(=O)OC(C)(C)C)(O)O,monoamine,no free amine NH found
CCN(CC)C1=CC(=C(C=C1)C)Br,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)C#N,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=C(N=C(C=C2)N3CCN(CC3)C(=O)OC(C)(C)C)C,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)N=NC2=CC=CC=C2,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)C(=O)NCCN3CCCCC3,monoamine,no free amine NH found
CC(C)(C)OC(=O)NCCCCN1CCN(CC1)C(=O)OCC2=CC=CC=C2,monoamine,no free amine NH found
CN1CC2=CC=CC=C2OC1,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C(=O)NCCN3CCCCC3,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N(C3=CC=C(C=C3)C=O)C4=CC=C(C=C4)C=O,monoamine,no free amine NH found
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)C=O,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC5=CC=CC=C5C=C4,monoamine,no free amine NH found
C1COCCN1C2=NC3=C(C=CC=C3S2)C(=O)O,monoamine,no free amine NH found
B(C1=CC=C(C=C1)N(C2=CC=C(C=C2)B(O)O)C3=CC=C(C=C3)B(O)O)(O)O,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)CCCCl,monoamine,no free amine NH found
C1CCC(=CC1)CCN2CC3=C(C=CC4=C3OC5=C4C(=O)C6=CC=CC=C6C5=O)OC2,monoamine,no free amine NH found
C1CN(CCN1C2=C(C3=C(C=C2)OC(=C3)C(=O)O)Cl)S(=O)(=O)C4=C(C=CC=C4Cl)Cl,monoamine,no free amine NH found
COCC(COC)N(CC1=CC=CC=C1)CC2=CC=CC=C2,monoamine,no free amine NH found
C1=CC=C2C(=C1)N(C3=CC=CC=C3O2)C4=CC=C(C=C4)Br,monoamine,no free amine NH found
CC1(C(=O)NC2=NC3=C(CN21)C(=C(C=C3)Cl)Cl)C,monoamine,no free amine NH found
CC1=C(C2=NC=NN2C=C1C3=C(C4=C(N3)C=CC(=C4)C5CCN(CC5)CC(=O)N)C(C)C)C,monoamine,no free amine NH found
C1COCCN1CCBr,monoamine,no free amine NH found
CC1=CC=C(C=C1)N(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C4=CC=C(S4)C=O,monoamine,no free amine NH found
COC1=C(C=C(C=C1)Br)CN2CCCCC2,monoamine,no free amine NH found
CCN(CC)CC1=C(C=CC(=C1)Br)OC,monoamine,no free amine NH found
CC1=C(C=C(C=C1)CN2CCOCC2)Br,monoamine,no free amine NH found
CCN(CC)CC1=C(C=CC(=C1)C)Br,monoamine,no free amine NH found
C1CCN(CC1)C2=NC=CC(=C2)I,monoamine,no free amine NH found
CCN(CC)CC1=C(N=C(C=C1)Cl)Cl,monoamine,no free amine NH found
CN(C)CCOC(=O)C1=CN=CN=C1,monoamine,no free amine NH found
C1CCN(CC1)CC2=CC(=C(C=C2)Br)Cl,monoamine,no free amine NH found
C1CCN(C1)CC2=CC(=C(C=C2)Br)Cl,monoamine,no free amine NH found
CC1=C(C=CC(=C1)Br)N2CCCCC2,monoamine,no free amine NH found
COC1=C(C=C(C=C1)CN2CCCCC2)Br,monoamine,no free amine NH found
COC1=CC(=C(C=C1)Br)CN2CCOCC2,monoamine,no free amine NH found
CN(C)CC1=C(C=C(C=C1)Br)Cl,monoamine,no free amine NH found
CC1=C(C=C(C=C1)CN(C)C)Br,monoamine,no free amine NH found
CC1=CC(=C(C=C1)Br)CN2CCOCC2,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C2=CN3C=C(C=CC3=N2)I,monoamine,no free amine NH found
B1(OC(=O)CN(CC(=O)O1)C)C2=NC=C(C=C2)Cl,monoamine,no free amine NH found
C#CCN(CCCl)CCCl,monoamine,no free amine NH found
COC1=CC=C(C=C1)N(C2=CC=C(C=C2)C3=CC=C(S3)C=O)C4=CC=C(C=C4)OC,monoamine,no free amine NH found
B(C1=CC(=CC=C1)C(=O)NCCN(CC)CC)(O)O,monoamine,no free amine NH found
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=NC=C3,monoamine,no free amine NH found
CC1=CC(=C(C=C1)Br)CN2CCCC2,monoamine,no free amine NH found
CCN(CC)CC1=C(C=C(C=C1)Br)Cl,monoamine,no free amine NH found
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CN(CCO)CCO,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CC2(C1)CCN(CC2)CC#C,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N(C3=CC=C(C=C3)CCCC)C4=CC=C(C=C4)CCCC,monoamine,no free amine NH found
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=C(S4)C=C(C#N)C#N,monoamine,no free amine NH found
B1(OC(=O)CN(CC(=O)O1)C)C2=CC(=CC(=C2OC)Br)C=O,monoamine,no free amine NH found
B1(OC(=O)CN(CC(=O)O1)C)C2=C(C=CC(=C2)C=O)OC,monoamine,no free amine NH found
CN(C)C1=CC=CC2=C1N=CC=C2,monoamine,no free amine NH found
B(C1=CC=CC=C1OCCN(C)C)(O)O,monoamine,no free amine NH found
B(C1=CC(=C(C=C1)N2CCOCC2)OC)(O)O,monoamine,no free amine NH found
CC1=C(N=C(S1)N2CCOCC2)C(=O)OC,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CN=C(N=C2)N3CCCCC3,monoamine,no free amine NH found
B(C1=CC(=C(N=C1)N(C)C)C#N)(O)O,monoamine,no free amine NH found
C1CN(C2=C1C=C(C=C2)Br)C(=O)CN3CCOCC3,monoamine,no free amine NH found
CN(C)C1=C2C=CC=C3C2=C(C=C1)C(=O)N(C3=O)CCCCCC(=O)O,monoamine,no free amine NH found
C1COCCOCCOCCOCCN1C2=CC=CC=C2,monoamine,no free amine NH found
CN(C)C1=C(C=CC(=C1)C(=O)OC)I,monoamine,no free amine NH found
C1CN(CCN1C2=CC=CC=C2C#N)C(=O)COCC3=CC=CC=C3,monoamine,no free amine NH found
C1=CC=C2C(=C1)NC(=N2)CN(CC3=CC=CC=N3)CC4=CC=CC=N4,monoamine,no free amine NH found
CN1C2=C(C=C(C=C2)Br)SC3=C1C=CC(=C3)Br,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=C2)N(CC3)C(=O)CN4CCOCC4,monoamine,no free amine NH found
CCCCCN(C)CCC(=O)OC,monoamine,no free amine NH found
C1COCCN1C2=CN=C(C=N2)Br,monoamine,no free amine NH found
CN(CCCl)C1=CC=C(C=C1)OC,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CCN(CC2)CCC(=O)OC(C)(C)C,monoamine,no free amine NH found
CN(C)CC1=CC=CO1,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=CC=C2N3CCCCC3,monoamine,no free amine NH found
C[N+]1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)N(C)C,monoamine,no free amine NH found
CCC1=CC=CC=C1OCC(=O)NC2=C(C=C(C=C2)N3CCCC3)C,monoamine,no free amine NH found
C1CN(C2=CC=CC=C21)CC(=O)N3CCN(CC3)S(=O)(=O)C4=CC5=CC=CC=C5C=C4,monoamine,no free amine NH found
CN(C)P1OC2=CC=CC3=C2C4=C(C=CC=C4O1)N=C(C(=N3)C5=CC=CC=C5)C6=CC=CC=C6,monoamine,no free amine NH found
CCCCN(CCCC)C=S,monoamine,no free amine NH found
C1=CC(=CN=C1)N(C2=CN=CC=C2)C3=CN=CC=C3,monoamine,no free amine NH found
C1CN(C1)C2=CC=C(C=C2)Br,monoamine,no free amine NH found
CCCN1C2=CC=CC=C2SC3=CC=CC=C31,monoamine,no free amine NH found
B(C1=CC=C(C=C1)CN2CCN(CC2)C(=O)C)(O)O,monoamine,no free amine NH found
COC1=C(C=C(C=C1)C#N)OCCCN2CCOCC2,monoamine,no free amine NH found
CN(C)C1=CC(=CC(=C1)C(=O)O)C(=O)O,monoamine,no free amine NH found
B(C1=C(N=C(C=C1)N2CCN(CC2)C(=O)OC(C)(C)C)C)(O)O,monoamine,no free amine NH found
C1=CC=C(C=C1)CN(CP(=O)(O)O)CP(=O)(O)O,monoamine,no free amine NH found
C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)N4C=NN=C4,monoamine,no free amine NH found
C=CC1=CC=C(C=C1)CN2CCCCC2,monoamine,no free amine NH found
C1COCCN1C2=CC=C(C=C2)C3=CC=C(C=C3)C=O,monoamine,no free amine NH found
C1=CC(=CC=C1C2=CNN=C2)N(C3=CC=C(C=C3)C4=CNN=C4)C5=CC=C(C=C5)C6=CNN=C6,monoamine,no free amine NH found
B(C1=CC=C(C=C1)CN2CCN(CC2)C(=O)OC(C)(C)C)(O)O,monoamine,no free amine NH found
CC1=CC(=NC(=N1)Cl)N2CCCC2,monoamine,no free amine NH found
CC(C)OC1=CC2=C(C=C1)NC=C2CN(C)C,monoamine,no free amine NH found
CC(C)N(C(C)C)P1OC2=CC=CC3=C2C4(CC3)CCC5=C4C(=CC=C5)O1,monoamine,no free amine NH found
C1CCC(CC1)N(C2CCCCC2)P3OC4=CC=CC5=C4C6(CC5)CCC7=C6C(=CC=C7)O3,monoamine,no free amine NH found
CN1CCC(CC1)(C#N)C2=CC(=CC=C2)OC,monoamine,no free amine NH found
CCN(CC)CC1=CC=CC(=N1)C,monoamine,no free amine NH found
CCN(CC)C1=CC2=C(C=C1)C=C3C(=C(C(=N)N4C3=NC5=CC=CC=C54)C#N)O2,monoamine,no free amine NH found
C1COCCN1C2=CNN=C2,monoamine,no free amine NH found
CN1C(=CC(=O)NC1=O)N(C)C,monoamine,no free amine NH found
CN1CCC(CC1)C2=CC=C(C=C2)C=O,monoamine,no free amine NH found
C1=CC=C(C=C1)C2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC(=CC=C4)Br,monoamine,no free amine NH found
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)C=O,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=CC(=C(C=C2)[N+](=O)[O-])C(=O)O,monoamine,no free amine NH found
COC1=C(C=CC(=C1)CN2CCOCC2)Br,monoamine,no free amine NH found
C1CCN(CC1)CC2=CN=C(C=C2)Br,monoamine,no free amine NH found
CCN(CC)CC1=CC(=C(C=C1)C)Br,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=CC(=C2)C(=O)O,monoamine,no free amine NH found
CCN1CCN(CC1)S(=O)(=O)C2=CC(=C(C=C2)OCC)C(=O)O,monoamine,no free amine NH found
CC1=CC=C(C=C1)N(CCCl)CCCl,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=C2)N(CC3)CCOC,monoamine,no free amine NH found
CN(C)C1=CNC(=O)NC1=O,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=C2)N(C4=C(S3)C=C(C=C4)B5OC(C(O5)(C)C)(C)C)C,monoamine,no free amine NH found
COC1=CC(=C(C=C1)Br)CN2CCCCC2,monoamine,no free amine NH found
C1COCCN1C2=CC(=NC=N2)I,monoamine,no free amine NH found
CN1C2=C(C=C(C=C2)C=O)SC3=C1C=CC(=C3)C=O,monoamine,no free amine NH found
C1=CC=C(C=C1)P(CN(CP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=N4)C5=CC=CC=C5,monoamine,no free amine NH found
C1COCCN1CC2=CC=C(S2)Br,monoamine,no free amine NH found
B(C1=CC=C(C=C1)CN(C)CC2=CC=C(C=C2)B(O)O)(O)O,monoamine,no free amine NH found
C1COCCN1CCC(=O)O,monoamine,no free amine NH found
