smiles,compound_type,reason
CC(C)(C)OC(=O)N1CCN(CC1)CCCl,monoamine,no free amine NH found
CN(C)C1=NC2=CC=CC=C2C(=N1)Cl,monoamine,no free amine NH found
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)CC#N,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=C(C=C2)I,monoamine,no free amine NH found
C1CC23CCC4=C2C(=CC=C4)OP(OC5=CC=CC1=C35)N6C7=CC=CC=C7C=CC8=CC=CC=C86,monoamine,no free amine NH found
CC1=CC(=NC=C1[N+](=O)[O-])N(C)C,monoamine,no free amine NH found
C1CCN(C1)CC2=CC(=CN=C2)Br,monoamine,no free amine NH found
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=C(S4)C5=CC=C(S5)C=O,monoamine,no free amine NH found
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=C(S4)C=O,monoamine,no free amine NH found
C1=CN(C(=C2C=C(C=C[N+]2=O)[N+](=O)[O-])C=C1[N+](=O)[O-])[O-],monoamine,no free amine NH found
C1COCCN1CCCCC(=O)NC2=CC=C(C=C2)C3=CN=CC=C3,monoamine,no free amine NH found
CC1=C(C=C(C=C1)CN2CCCC2)Br,monoamine,no free amine NH found
CC1=C(C=C(C=C1)CN2CCCCC2)Br,monoamine,no free amine NH found
C1=CC=C(C=C1)N(C2=CC=C(C=C2)C=O)C3=CC=C(C=C3)Br,monoamine,no free amine NH found
CCCCCCCCOC(=O)/C(=C/C=C/N(CC)CC)/S(=O)(=O)C1=CC=CC=C1,monoamine,no free amine NH found
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC4=C(C=C3)C5=CC=CC=C5N4,monoamine,no free amine NH found
C=CC(=O)NCCN1CCOCC1,monoamine,no free amine NH found
CCCCCCCC(=O)NCCCN(C)C,monoamine,no free amine NH found
CCCCCCCCN(CCCCCCCC)C1=CC=CC=C1,monoamine,no free amine NH found
C1=CC=C(C=C1)N2C3=CC=CC=C3C4(C5=C(C6=CC=CC=C64)C(=CC=C5)Br)C7=CC=CC=C72,monoamine,no free amine NH found
CCN(CC)CCN1C2=CC=CC=C2N=C(C1=O)CC3=CC=C(C=C3)OC,monoamine,no free amine NH found
B(C1=CC=CC=C1N2CCN(CC2)C(=O)OC(C)(C)C)(O)O,monoamine,no free amine NH found
C1=CC=C(C(=C1)CN(CC2=CC=CC=C2Cl)CC3=CC=CC=C3Cl)Cl,monoamine,no free amine NH found
CC1=NN(C=C1CN2CCN(CC2)C(=O)OC(C)(C)C)C,monoamine,no free amine NH found
CC(C)(C)OC(=O)NCC1CCN(CC1)CC#N,monoamine,no free amine NH found
B(C1=CC=CC=C1CN2CCN(CC2)C(=O)OC(C)(C)C)(O)O,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC=C(C=C4)B5OC(C(O5)(C)C)(C)C,monoamine,no free amine NH found
CN(C)C1=CC2=C(C=C1)C=C(O2)C(=O)O,monoamine,no free amine NH found
C1=CC=C(C=C1)N2C3=CC=CC=C3C4(C5=CC=CC=C5C6=C4C=C(C=C6)Br)C7=CC=CC=C72,monoamine,no free amine NH found
COC1=CC=C(C=C1)N2CCN(CC2)C(=O)OC3=CC=C(C=C3)[N+](=O)[O-],monoamine,no free amine NH found
COC1=CC(=C(C=C1)Br)CN2CCCC2,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC=CC5=CC=CC=C54,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N(C3=CC=C(C=C3)C(C)(C)C)C4=CC=C(C=C4)C(C)(C)C,monoamine,no free amine NH found
C1CCN(CC1)CCCCCC(=O)O,monoamine,no free amine NH found
CN1C2=CC=CC=C2C(C3=CC=CC=C31)C(=O)SC4=CC=C(C=C4)Cl,monoamine,no free amine NH found
C1COCCN1CCCCCC(=O)O,monoamine,no free amine NH found
B1(OC(=O)CN(CC(=O)O1)C)C2=CC=C(C=C2)C=C,monoamine,no free amine NH found
B1(OC(=O)CN(CC(=O)O1)C)C2=CC=C(C=C2)SC,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N3C4=CC=CC=C4OC5=CC=CC=C53,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)N=O,monoamine,no free amine NH found
CC(=O)C12CCCN1CCC2,monoamine,no free amine NH found
CN(C)C1=CC(=O)NC(=O)N1,monoamine,no free amine NH found
CCCCCCCCCCCCN(CCC#N)CCC#N,monoamine,no free amine NH found
CS(=O)(=O)N1CCN(CC1)C2=NSC3=CC=CC=C32,monoamine,no free amine NH found
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC(=O)C,monoamine,no free amine NH found
C1=CC=C(C=C1)N(C2=CC=CC3=CC=CC=C32)N=O,monoamine,no free amine NH found
COC(=O)C12CCCCN1CCCC2,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=CC=C2Br,monoamine,no free amine NH found
B(C1=CC=CC=C1C(=O)CN(C)C)(O)O,monoamine,no free amine NH found
B(C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC4=CC=CC=C4C=C3)(O)O,monoamine,no free amine NH found
CCOC(=O)C1=C(C=C(C=C1)N(C)C)[N+](=O)[O-],monoamine,no free amine NH found
CC1=CC(=CC=C1)N(C(C)C)C(C)C,monoamine,no free amine NH found
CN1CCC2=C(C1)C(=NC=N2)Cl,monoamine,no free amine NH found
CC1=NN(C(=C1C=O)N2CCOCC2)CC(C)C,monoamine,no free amine NH found
CC(C)C1=NN(C(=C1C=O)N(C)C)C,monoamine,no free amine NH found
CC1=NN(C(=C1C=O)N(C)C)C,monoamine,no free amine NH found
CN(C)C1=NC(=C(S1)C=O)C2=CC=CC=C2,monoamine,no free amine NH found
CN(C)CCN1C2=C(C=C(C=C2)Br)C(=O)C1=O,monoamine,no free amine NH found
C1COCCN1CCCCC(=O)O,monoamine,no free amine NH found
CC(C)(CN=C=S)CN(C)C,monoamine,no free amine NH found
C1CN(CC2=CC=CC=C21)CC#N,monoamine,no free amine NH found
CN(CCCN=C=S)C1=CC=CC=C1,monoamine,no free amine NH found
CCC(CC)N1CCC(=O)CC1,monoamine,no free amine NH found
CN(C)C1=CC(=C(C=C1)C=O)C(=O)O,monoamine,no free amine NH found
CCN(CC1=CC=CC=C1)C2=CC=C(C=C2)C(=O)O,monoamine,no free amine NH found
CCOC(=O)CN(CCC#N)C1CCCC1,monoamine,no free amine NH found
CC1=C(C(=O)NC(=N1)N2CCCC2)CC(=O)O,monoamine,no free amine NH found
COC(=O)C1=CC=CN1C2CCN(CC2)CC3=CC=CC=C3,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)CC2=COC(=N2)C3=CC=CC=C3,monoamine,no free amine NH found
CN(C)C1=NC=CC(=C1)C=O,monoamine,no free amine NH found
CN(CC1=CC=CO1)C2=CC=CC=C2C(=O)O,monoamine,no free amine NH found
CC1=CC=CC=C1C(=O)CN2CCOCC2,monoamine,no free amine NH found
CCCN(CC)C1=NC=C(C=C1)C(=O)O,monoamine,no free amine NH found
CCN(C1=NC=C(C=C1)C(=O)O)C(C)C,monoamine,no free amine NH found
C1CN(CCN1C2=NC=CS2)C(=O)CCCC(=O)O,monoamine,no free amine NH found
CC1(CN(C1)C)C(=O)O,monoamine,no free amine NH found
C1CCN(C1)C2=C(C=CC=N2)NC(=O)CCCC(=O)O,monoamine,no free amine NH found
CC(C)N1C(=S)NN=C1N(C)C,monoamine,no free amine NH found
CCCC1=NC2=C(CCN(C2)CC3=CC=CC=C3)C(=O)N1,monoamine,no free amine NH found
C1CCN(C1)CCN2C=C(C=N2)Br,monoamine,no free amine NH found
CC(C)CN(CC(C)C)C1=C(C=C(C=C1)Br)[N+](=O)[O-],monoamine,no free amine NH found
C1CN(C1)C2=C(C=CC=N2)[N+](=O)[O-],monoamine,no free amine NH found
CC(C)N(C)CCC(=O)C,monoamine,no free amine NH found
C1CCCN(CC1)C2=CC=C(C=C2)C(=O)O,monoamine,no free amine NH found
CN(CC#C)C1=CC=CC=C1,monoamine,no free amine NH found
CN(C)CCN1C(=O)C=CC1=O,monoamine,no free amine NH found
CN(C1=CC(=CC=C1)OC)C2=NC(=NC=C2)Cl,monoamine,no free amine NH found
COC(=O)C1(CN(C1)CC2=CC=CC=C2)CCl,monoamine,no free amine NH found
CN(CC=C)CC1=CC=CO1,monoamine,no free amine NH found
CC1(CCC(=O)CC1)N2CCOCC2,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)C2=NC3=CC=CC=C3S2,monoamine,no free amine NH found
CN1CCCNC(=O)C1,monoamine,no free amine NH found
COC(=O)CCCN1CCC(=O)CC1,monoamine,no free amine NH found
CN(C)C1=CC2=C(C=C1)C(=O)C(=O)N2,monoamine,no free amine NH found
CN(CCC#N)CCC#N,monoamine,no free amine NH found
CCOC(=O)CN(CCC#N)CC1=CC=CC=C1,monoamine,no free amine NH found
CCN(CC)C1=NC2=C(S1)C=C(S2)C(=O)O,monoamine,no free amine NH found
CCNC(=O)NC(=O)CN(C)CC1=CC=CC=C1,monoamine,no free amine NH found
CCOC(=O)C1=C(SC=C1C2=CC=CC=C2)/N=C/N(C)C,monoamine,no free amine NH found
CN1CC(=O)NC2=C1C=CC(=C2)C(=O)O,monoamine,no free amine NH found
CC(=O)N1CCN(CC1)C2=CC=CC=C2C=O,monoamine,no free amine NH found
CCOC(=O)C1=C(C2=C(S1)N=C(NC2=O)N3CCOCC3)C,monoamine,no free amine NH found
COC(=O)CN1CCC(CC1)C(=O)N,monoamine,no free amine NH found
CCCCN(C)C1=NC=C(C(=N1)C(=O)O)Cl,monoamine,no free amine NH found
C1CCN(CC1)C2=CC=C(C=C2)NS(=O)(=O)CC(=O)O,monoamine,no free amine NH found
CCOC(=O)C(=C)CCCN(CC1=CC=CC=C1)CC2=CC=CC=C2,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)/C=C/C2=CC(=C3C=C(C=CC3=N2)Br)C(=O)O,monoamine,no free amine NH found
CC(=O)C1=CC=C(C=C1)S(=O)(=O)NCCCN(C)C,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCC(CC1)CC(=O)N2CCN(CC2)C,monoamine,no free amine NH found
C1CN(CCC1CC2=CC=CC=C2)CC3=CC=CC=C3,monoamine,no free amine NH found
C1CCN(C1)C2=NNC(=S)S2,monoamine,no free amine NH found
CN1C=CN=C1CN2CCC(CC2)C(=O)O,monoamine,no free amine NH found
CN(C)CCN1C(=O)C2=C(C=CS2)NC1=S,monoamine,no free amine NH found
CN1C2=CC=CC=C2C(=C(C1=O)[N+](=O)[O-])N3CCCC3,monoamine,no free amine NH found
CN(C)CCOC1=C(C=C(C=C1)C#N)OC,monoamine,no free amine NH found
COC1CCN(CC1)CC2=CC=C(C=C2)C(=O)OC,monoamine,no free amine NH found
CCC1=CC2=C(S1)N=C(NC2=O)N3CCCC3,monoamine,no free amine NH found
CN(C)CCCNS(=O)(=O)C1=CC=CC(=C1)C#N,monoamine,no free amine NH found
CN(CCCN1C(=O)C=CC1=O)C2=CC=CC=C2,monoamine,no free amine NH found
C1CCN(CC1)C2=CC=CC=C2NC(=O)CCl,monoamine,no free amine NH found
C1CN(C2=CC=CC=C21)C3=CC=C(C=C3)NC(=O)CCl,monoamine,no free amine NH found
C1CN(C2=CC=CC=C21)CCNC(=O)CCl,monoamine,no free amine NH found
C1CCN(C1)C2=CC=C(C=C2)CNC(=O)CCl,monoamine,no free amine NH found
C1CN(CCC1=O)CC2=CC=C(C=C2)C#N,monoamine,no free amine NH found
CC1=C(C=C(C=C1)S(=O)(=O)NCCCN(C)C)C(=O)O,monoamine,no free amine NH found
CCCCN(C)C1=CC=C(C=C1)C(=O)O,monoamine,no free amine NH found
CN(C)CC1=NC2=C(C(=CS2)C3=CC=CC=C3)C(=N1)Cl,monoamine,no free amine NH found
CN1CCCC2=C1C(=CC(=C2)C=O)C=O,monoamine,no free amine NH found
CC1=CC=C(C=C1)CN(C)C2=CC=C(C=C2)C(=O)O,monoamine,no free amine NH found
C1CN(CC2=CC=CC=C21)C3=CC=C(C=C3)C(=O)O,monoamine,no free amine NH found
CC1=CC=C(N1C2CCN(CC2)CC3=CC=CC=C3)C,monoamine,no free amine NH found
CN(CC1=CC=CC=C1)C2=NC=C(C=C2)[N+](=O)[O-],monoamine,no free amine NH found
CN(CC1=CC=CC=C1)C2=NC3=CC=CC=C3N2,monoamine,no free amine NH found
CC1=NC(=C(C=C1)C#N)N2CCCC2,monoamine,no free amine NH found
C1CN(CCC1=O)CC(=O)NCC#N,monoamine,no free amine NH found
CCN1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)CCC(=O)O,monoamine,no free amine NH found
CC1=CSC(=N1)N2CCC(CC2)C(=O)O,monoamine,no free amine NH found
CN1CCC(CC1)N2C3=NC=C(C=C3C=N2)Br,monoamine,no free amine NH found
C1CCN(CC1)C(=S)C2=CN(N=C2C3=CC=CC=C3)C4=CC=CC=C4,monoamine,no free amine NH found
C1CCN(C1)CC2=C(N3C=CC=CC3=C2C#N)C=O,monoamine,no free amine NH found
CCOC(=O)CN(CCC#N)C(C)(C)C,monoamine,no free amine NH found
C1CN(CCC1N=C=S)CC2=CC=CC=C2,monoamine,no free amine NH found
CCOC(=O)CN(CCC#N)C1CC1,monoamine,no free amine NH found
C1CN(CCC1=O)CC2=CSC=N2,monoamine,no free amine NH found
CN1CCC(CC1)N=C=S,monoamine,no free amine NH found
CN(CC(=O)O)C1CC1,monoamine,no free amine NH found
C1CS(=O)(=O)N=C2N1C(=C(S2)C(=O)O)C3=CC=CC=C3,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)CC2=CC=C(S2)Cl,monoamine,no free amine NH found
C1=CC=C2C(=C1)N(C=NS2(=O)=O)CC(=O)O,monoamine,no free amine NH found
C1CCN(CC1)C2=NNC(=S)S2,monoamine,no free amine NH found
CCN(CC)C1=NC=C(C=C1)C(=O)O,monoamine,no free amine NH found
CCC1=CC=C(C=C1)N2CCC(=O)CC2,monoamine,no free amine NH found
CC(C)N1CCC(=O)C1,monoamine,no free amine NH found
CN1CCC(=O)NC2=C1C=CC(=C2)C(=O)O,monoamine,no free amine NH found
CN1CCC(=O)NC2=C1C=CC(=C2)Cl,monoamine,no free amine NH found
CN(CCCC(=O)O)C1=NS(=O)(=O)C2=CC=CC=C21,monoamine,no free amine NH found
CN1CCC(CC1)OC2=CC=C(C=C2)C(=O)O,monoamine,no free amine NH found
COC(=O)C1CCN(CC1)CCS(=O)(=O)N,monoamine,no free amine NH found
CCS(=O)(=O)/C(=C/N(C)C)/C#N,monoamine,no free amine NH found
C1COC2=C(N1CC(=O)O)C=C(C=C2)Cl,monoamine,no free amine NH found
COC(=O)C1CCN(CC1)C2=NC3=CC=CC=C3O2,monoamine,no free amine NH found
CN(CC1CC1)C2=NC=CC(=C2)C(=O)O,monoamine,no free amine NH found
CN(C)CCC#C,monoamine,no free amine NH found
COC1=CC=CC(=C1)CN2CCC(CC2)C(=O)OC,monoamine,no free amine NH found
C1CCN(CC1)C2=NC=CC(=N2)C(=O)O,monoamine,no free amine NH found
C1C=CCN1C2=CC=CC(=C2)C(=O)O,monoamine,no free amine NH found
CC1=CC(=NN1CCN2CCOCC2)C,monoamine,no free amine NH found
CC(C)C(=O)NCCN(C)C,monoamine,no free amine NH found
CN(C)CCN1C=C(N=N1)C(=O)O,monoamine,no free amine NH found
CC(C)C1=CC(=NC(=N1)N(C)C)Cl,monoamine,no free amine NH found
CC1=CC(=C(C=C1)N(C)C(C)C)C(=O)O,monoamine,no free amine NH found
CCS(=O)(=O)C1=CC2=C(C=C1)OC(=O)CN2CC(=O)O,monoamine,no free amine NH found
C1COCCN1CC(=O)C2=CC=C(C=C2)Br,monoamine,no free amine NH found
COC(=O)CN1CCC2=C(C1)NC3=CC=CC=C23,monoamine,no free amine NH found
CCN(C1=CC=CC=C1)C2=CC=C(C=C2)C=O,monoamine,no free amine NH found
C1CCN(CC1)C2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)C(=O)O,monoamine,no free amine NH found
CCN(CC)C1=CC=C(C=C1)/C=C/2\CCC3=C(C4=CC=CC=C4N=C23)C(=O)O,monoamine,no free amine NH found
CC(C)CN1C(=S)NN=C1N2CCOCC2,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=NN=CC=C2,monoamine,no free amine NH found
CN1CCCC2=C1C=C(C=C2)S(=O)(=O)N,monoamine,no free amine NH found
CCN(CC)C1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)CCl,monoamine,no free amine NH found
CCN1CCN(CC1)C(=O)C2=CC(=CC=C2)Br,monoamine,no free amine NH found
CN1CCN(CC1)C(=O)C2=CC=CC=C2Br,monoamine,no free amine NH found
CCN1C/C(=C\C2=CC(=C(C(=C2)OC)OC)OC)/C(=O)/C(=C/C3=CC(=C(C(=C3)OC)OC)OC)/C1,monoamine,no free amine NH found
C1CCN(C1)C2=C(C=C(C=C2)S(=O)(=O)NCC(=O)O)[N+](=O)[O-],monoamine,no free amine NH found
CC(C)C1=NOC(=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC3CCN(CC3)C,monoamine,no free amine NH found
CN1CCN(CC1)C(=O)C2=CC=CC=C2OC,monoamine,no free amine NH found
CN1CCCN(CC1)S(=O)(=O)C2=CC=C(C=C2)Br,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5,monoamine,no free amine NH found
C1C=CN(C=C1C(=O)N)CC(=O)N,monoamine,no free amine NH found
COC1=NC(=NC=C1)N2CCC(CC2)C(=O)O,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)C2=NC3=CC=CC=C3O2,monoamine,no free amine NH found
CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,monoamine,no free amine NH found
CN(C)C1=C(C(=NC=N1)Cl)CCl,monoamine,no free amine NH found
CN(C)C1=C(C=NC2=CC=CC=C21)C(=O)O,monoamine,no free amine NH found
COC(=O)C1CCN(CC1)C2=NC=CC3=C2C=CS3,monoamine,no free amine NH found
CC(C)(CN(C)CC1=CC=CC=C1)C=O,monoamine,no free amine NH found
CCN(CC)CCC(OCC)OCC,monoamine,no free amine NH found
CN(C)C1=NC2=CC=CC=C2C(=C1)C#N,monoamine,no free amine NH found
CN(C)C1=CC2=C(C=C1)NC(=O)CO2,monoamine,no free amine NH found
CN(C1CCCC1)C2=NC=CC(=C2)C(=O)O,monoamine,no free amine NH found
CCN(C)C1=CC=C(C=C1)C(=O)C,monoamine,no free amine NH found
CN(CCCCl)CC1=CC=NC=C1,monoamine,no free amine NH found
CN(CCOC)CC1=CC(=NC=C1)Cl,monoamine,no free amine NH found
CC(C)N(CCCCBr)CC1=CC=CC=C1,monoamine,no free amine NH found
CN(C)CC1=C(C=CC(=C1)C(=O)O)Br,monoamine,no free amine NH found
C1CN(CCC1C(=O)N)CC(=O)C2=CC=C(C=C2)Cl,monoamine,no free amine NH found
C1CN(CC1=O)C2=CC(=CC=C2)Br,monoamine,no free amine NH found
CN1CCC2=NN=C(C=C2C1)Cl,monoamine,no free amine NH found
CCN(CC(=O)CC1=CC=CC=C1)C2=CC=CC=C2C,monoamine,no free amine NH found
CN(C)CCCC(=O)C1=CC=CC=C1,monoamine,no free amine NH found
CCOC(=O)CN1CC(=O)NC2=CC=CC=C21,monoamine,no free amine NH found
CC(C)N(C)C1=CC=CC=C1C(=O)O,monoamine,no free amine NH found
C1=CC(=CC(=C1)Cl)N(CC2=CC=CO2)CC(=O)O,monoamine,no free amine NH found
CC(=O)N1CCCN(CC1)CC2=CC=CC=C2,monoamine,no free amine NH found
CN(C)CCOC1=CC=CC(=C1)C#N,monoamine,no free amine NH found
C1CN(C1)C2=CC=C(C=C2)C=O,monoamine,no free amine NH found
C1CN(CC(=O)N1)CCOC2=CC=C(C=C2)Br,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C(C)(C)C#C,monoamine,no free amine NH found
CN1CCN2C1=C(C=N2)Br,monoamine,no free amine NH found
B(C1=CC=C(C=C1)OCCCN2CCCCC2)(O)O,monoamine,no free amine NH found
CN(C)C1=NNC(=S)S1,monoamine,no free amine NH found
COC(=O)C1=CC(=NC2=C1CN(CC2)CC3=CC=CC=C3)Cl,monoamine,no free amine NH found
C1CCCN(CC1)CC2=CC=CC=C2,monoamine,no free amine NH found
C1CN(CCOC1)C2=CC=C(C=C2)C=O,monoamine,no free amine NH found
CN(C)C1=NC(=CC(=C1)[N+](=O)[O-])Cl,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)OCCN3CCCCC3,monoamine,no free amine NH found
CC1=CC(=C(C=C1)N2CCCC2)C(=O)O,monoamine,no free amine NH found
CC1=CC2=C(C=C1)N(C(=S)C2)C,monoamine,no free amine NH found
CC1=CC=CC=C1NC(=O)CN(C)CCC(=O)O,monoamine,no free amine NH found
C1=CC=C(C=C1)N(CC2=CN=CC=C2)CC(=O)O,monoamine,no free amine NH found
CN(CCC=C)CC1=CC=CO1,monoamine,no free amine NH found
CC1=CC=C(C=C1)CNC(=O)/C(=C/N(C)C)/C#N,monoamine,no free amine NH found
CN(C)/C=C(\C#N)/C(=O)NCC1=CC=C(C=C1)OC,monoamine,no free amine NH found
CC(C)NC(=O)/C(=C/N(C)C)/C#N,monoamine,no free amine NH found
C1C=CCN1C2=CC=C(C=C2)C(=O)O,monoamine,no free amine NH found
CCN1CCCC(=O)C2=CC=CC=C21,monoamine,no free amine NH found
CCOC(=O)C1=C(N=C(S1)N(C)C)C,monoamine,no free amine NH found
C1CCN(C1)C2=NC=NC3=C2SC=C3,monoamine,no free amine NH found
CN(C)CC1=CC(=CC=C1)SC(=O)N(C)C,monoamine,no free amine NH found
CC1=C(C=CC(=C1)N(C)C)C#N,monoamine,no free amine NH found
CN(C)C1CCN(CC1)C(=O)CC#N,monoamine,no free amine NH found
CC1=CC(=C(C=C1)N(CCOC)CCOC)C(=O)O,monoamine,no free amine NH found
C1=CC(=CC(=C1)Cl)N(CC#N)CC(=O)O,monoamine,no free amine NH found
C1CCN(C1)C2=C(C=C(C=C2)C(=O)O)C#N,monoamine,no free amine NH found
CN(C1CCCCCCC1)C(=O)OC2=NSN=C2N3CCOCC3,monoamine,no free amine NH found
C1CN(CCN1C2=CC(=NC3=CC(=NN32)C4=CC=CC=C4)C5=CC=CO5)C(=O)C6=COC=C6,monoamine,no free amine NH found
CC1(CCN(C2=C1C=C(C=C2)C3=CN=CC=C3)CCOC4=CC5=C(C=C4)NC=C5)C,monoamine,no free amine NH found
CCC1=C2C(=CC=C1)C3=CC4=C(C=C3CN2C)OCO4,monoamine,no free amine NH found
CN1C=C(C=C1C#N)C2=CNC3=C2C(=NC=N3)N4CCOCC4,monoamine,no free amine NH found
C1CC2=C(C=CC(=C2)Cl)N(C1)CC3=CC=C(C=C3)C(=O)NO,monoamine,no free amine NH found
C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)S(=O)(=O)C4=CC=C(S4)Cl,monoamine,no free amine NH found
CS(=O)(=O)NCCC1CCN(CC1)C2=NC=NC3=C2SC(=C3)C(=O)N,monoamine,no free amine NH found
CCOC(=O)CN1CCCN(CC1)C(=O)OC(C)(C)C,monoamine,no free amine NH found
CC(C)(C)C(=O)NCCC1CCN(CC1)C2=NC=NC3=C2SC(=C3)C(=O)N,monoamine,no free amine NH found
C1CC2=C(C=CC(=C2)Cl)C(=C3CCN(CC3)O)C4=C1C=CC=N4,monoamine,no free amine NH found
C1COCCN1C2=CC=C(C=C2)NC(=O)C3=NC4=CC=CC=C4C=C3,monoamine,no free amine NH found
C1COCCN1C2=CC=CC=C2NC(=O)COC3=CC=CC4=C3N=CC=C4,monoamine,no free amine NH found
B1(OCCN(CCO1)CCCC)C2=CC(=C(C=C2)Br)C,monoamine,no free amine NH found
C1CN(CCC1CC2=CC=CC=C2)CC#CC3=CC4=C(C=C3)NC(=O)N4,monoamine,no free amine NH found
CC1=CC=C(S1)S(=O)(=O)NC2=CC=CC=C2N3CCCCC3,monoamine,no free amine NH found
CCC1=C(SC(=C1)CN2CC(C2)C(=O)O)C3=NOC(=N3)C4=CC=C(C=C4)OC5=CC=CC=C5,monoamine,no free amine NH found
CCCN(CCC)C1=NC=NC2=C1C=NN2C3=CC(=C(C=C3)C)C,monoamine,no free amine NH found
CC1CCN(CC1)C2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)OC,monoamine,no free amine NH found
CC(C)(C)C1=C(C=CC(=C1)Br)N2CCCC2,monoamine,no free amine NH found
C1C(CN1C2=NC=C(C=C2)Br)C(=O)O,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C#CC2=CC=C(C=C2)C#N,monoamine,no free amine NH found
B1(OCCN(CCO1)CCCC)C2=CC(=CC=C2)Br,monoamine,no free amine NH found
B(C1=C(C=CC(=C1)N(C)C)C)(O)O,monoamine,no free amine NH found
CN(CC(=O)O)C1=CC(=CC=C1)[N+](=O)[O-],monoamine,no free amine NH found
COCCN(CCN=[N+]=[N-])CCOC,monoamine,no free amine NH found
CC(C)(C)N1CCC(CC1)N=[N+]=[N-],monoamine,no free amine NH found
CN1CCC2=C(C1)C=CC(=C2)N=[N+]=[N-],monoamine,no free amine NH found
CC(=O)CC(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=C2,monoamine,no free amine NH found
CCN(CC)CC(=O)NC1=CC=CC(=C1C)C,monoamine,no free amine NH found
CCN(CC)CC(=O)NC1=C(C=CC(=C1)C)C,monoamine,no free amine NH found
CN(C)C1=CC(=CC=C1)OCCCN=[N+]=[N-],monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=C(C=C2)C(=O)OCC3=CC=CC=C3,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC(=C(C=C2)CN3CCOCC3)C#N,monoamine,no free amine NH found
CN(C)/C=C/C(=O)OC,monoamine,no free amine NH found
CC1(C2=CC=CC=C2[N+](=C1/C=C/C=C\3/C(C4=CC=CC=C4N3CCCCCC(=O)[O-])(C)C)C)C,monoamine,no free amine NH found
C1CC2=C3C(=C4C(=C2)C=C(C(=O)O4)C=O)CCCN3C1,monoamine,no free amine NH found
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(S3)C=O,monoamine,no free amine NH found
C1COCCN1CCOC2=C(C=C(C=C2)[N+](=O)[O-])Br,monoamine,no free amine NH found
CC(=C)C(=O)OCCN1CCCCCC1,monoamine,no free amine NH found
CCOC(=O)C1=CN=C(C=C1)N2CC(C2)N=[N+]=[N-],monoamine,no free amine NH found
C1COCCN1C2=C(C=C(C=N2)Br)C#N,monoamine,no free amine NH found
C1CN(CCC1C(=O)N2CCOCC2)C3=CC=C(C=C3)NC(=O)C4=CN=C(N=C4)OC5=CC=CC=C5,monoamine,no free amine NH found
CCN(CC)CC1=CC(=C(C=C1)OC)C2=CC3=C(C=CN=C3N2)C4=CC(=C(C=C4)C(=O)O)C(C)C,monoamine,no free amine NH found
CCN(CC)CCCNC(=O)CN1C(=O)C2=C(C3=C(N2C(=N1)C)C=CS3)C,monoamine,no free amine NH found
